Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,发送 KB/sec
登录,1322,337,284,529,624,878,132,3305,0.000%,1.92139,0.82,0.81
根据时间筛选获取任务列表,1072,137,107,245,340,509,24,1453,0.000%,1.78836,0.43,0.97
退出登录,1072,86,50,206,270,425,22,1356,0.000%,1.78824,0.39,0.68
总体,3466,198,150,414,506,735,22,3305,0.000%,5.03746,1.53,2.24
