Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,发送 KB/sec
登录,464,610,577,766,811,964,419,1338,0.000%,1.28317,0.58,0.53
根据时间筛选获取任务列表,364,131,107,251,303,397,46,553,0.000%,1.21940,0.30,0.66
退出登录,364,81,62,172,248,291,34,348,0.000%,1.21938,0.26,0.46
总体,1192,302,138,671,751,880,34,1338,0.000%,3.29641,1.04,1.46
