Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,发送 KB/sec
登录,2500,2412,2427,3752,3967,4180,233,4383,0.000%,46.20901,19.63,20.14
根据时间筛选获取任务列表,2500,2035,2040,3456,3665,3905,119,4103,0.000%,45.84128,11.15,24.76
退出登录,2500,605,538,792,939,2543,57,3746,0.000%,47.07832,10.21,17.93
总体,7500,1684,1398,3434,3724,4065,57,4383,0.000%,135.97549,40.10,61.50
