Label,# 样本,平均值,最小值,最大值,标准偏差,异常 %,吞吐量,接收 KB/sec,发送 KB/sec,平均字节数
登录,28500,3902,278,11109,1987.69,0.00%,7.9157,3.22,3.57,416
根据时间筛选获取任务列表,28475,292,21,1632,176.89,0.00%,7.92656,501.32,4.28,64763
获取某个扫描任务报告详情,28400,1683,12,12555,1227.59,0.00%,7.92477,11150.12,3.24,1440763.6
退出登录,28400,386,21,1014,210.26,0.00%,7.93155,1.72,3.02,222
调试取样器,28400,0,0,7,0.25,0.00%,7.93165,8,0,1033.4
总体,142175,1254,0,12555,1789.1,0.00%,39.486,11610.7,14.08,301103
,,21,,,,,,,,
