Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,发送 KB/sec
登录,28500,3902,3913,6561,6929,7511,278,11109,0.000%,7.91570,3.22,3.57
根据时间筛选获取任务列表,28475,292,280,517,574,685,21,1632,0.000%,7.92656,501.32,4.28
获取某个扫描任务报告详情,28400,1683,1583,3328,3818,4687,12,12555,0.000%,7.92477,11150.12,3.24
退出登录,28400,386,385,673,714,766,21,1014,0.000%,7.93155,1.72,3.02
调试取样器,28400,0,0,0,0,1,0,7,0.000%,7.93165,8.00,0.00
总体,142175,1254,414,4119,5588,6935,0,12555,0.000%,39.48600,11610.70,14.08
