Label,# 样本,平均值,最小值,最大值,标准偏差,异常 %,吞吐量,接收 KB/sec,发送 KB/sec,平均字节数
登录,10,477,293,619,123.38,0.000%,.65742,0.27,0.19,415.0
创建扫描任务,10,431,67,1055,344.92,0.000%,.67558,0.15,0.00,230.0
开始扫描任务,10,221,153,348,58.51,0.000%,.68771,0.15,0.30,230.0
扫描任务事务,10,653,335,1223,309.03,0.000%,.65699,0.30,0.28,460.0
退出登录,10,35,21,52,8.42,0.000%,.69857,0.15,0.27,222.0
调试取样器,10,0,0,1,0.30,0.000%,.70053,0.71,0.00,1042.4
总体,60,303,0,1223,308.93,0.000%,3.76530,1.59,0.96,433.2
