Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,发送 KB/sec
登录,10,531,544,583,583,610,300,610,0.000%,.58754,0.24,0.17
创建扫描任务,10,583,308,1154,1154,1370,109,1370,0.000%,.60161,0.14,0.00
开始扫描任务,10,186,168,240,240,258,135,258,0.000%,.63095,0.14,0.27
扫描任务事务,10,769,455,1289,1289,1566,255,1566,0.000%,.58775,0.26,0.25
退出登录,10,45,39,72,72,75,36,75,0.000%,.63873,0.14,0.24
调试取样器,10,0,0,1,1,2,0,2,0.000%,.64168,0.65,0.00
总体,60,352,200,989,1173,1370,0,1566,0.000%,3.37496,1.43,0.86
