Elapsed time,192.168.5.50 CPU,192.168.5.50 Memory
13:59:33.0,2.511,46.472
13:59:34.0,21.319,46.488
13:59:35.0,98.5,46.492
13:59:36.0,98.743,46.492
13:59:37.0,99.253,46.488
13:59:38.0,99.749,46.488
13:59:39.0,99.75,46.486
13:59:40.0,98.999,46.482
13:59:41.0,99.0,46.481
13:59:42.0,99.75,46.476
13:59:43.0,99.248,46.474
13:59:44.0,99.75,46.472
13:59:45.0,99.501,46.469
13:59:46.0,99.75,46.468
13:59:47.0,99.748,46.468
13:59:48.0,99.75,46.467
13:59:49.0,99.248,46.464
13:59:50.0,99.5,46.463
13:59:51.0,99.498,46.462
13:59:52.0,98.5,46.462
13:59:53.0,98.997,46.461
13:59:54.0,86.284,46.479
13:59:55.0,88.101,46.471
13:59:56.0,85.678,46.493
13:59:57.0,87.055,46.477
13:59:58.0,93.548,46.488
13:59:59.0,99.002,46.487
14:00:00.0,99.501,46.486
14:00:01.0,99.246,46.499
14:00:02.0,99.501,46.5
14:00:03.0,100.0,46.499
14:00:04.0,99.253,46.496
14:00:05.0,100.0,46.495
14:00:06.0,99.748,46.494
14:00:07.0,100.0,46.492
14:00:08.0,98.756,46.49
14:00:09.0,99.75,46.489
14:00:10.0,99.497,46.49
14:00:11.0,100.0,46.488
14:00:12.0,98.753,46.487
14:00:13.0,99.497,46.486
14:00:14.0,99.503,46.487
14:00:15.0,99.497,46.485
14:00:16.0,99.75,46.484
14:00:17.0,99.75,46.483
14:00:18.0,84.788,46.49
14:00:19.0,85.25,46.487
14:00:20.0,83.673,46.488
14:00:21.0,87.657,46.492
14:00:22.0,99.25,46.491
14:00:23.0,98.997,46.491
14:00:24.0,99.0,46.49
14:00:25.0,99.5,46.492
14:00:26.0,99.25,46.493
14:00:27.0,99.248,46.493
14:00:28.0,98.743,46.492
14:00:29.0,99.253,46.489
14:00:30.0,100.0,46.488
14:00:31.0,99.251,46.486
14:00:32.0,99.497,46.488
14:00:33.0,99.749,46.49
14:00:34.0,99.5,46.488
14:00:35.0,99.75,46.487
14:00:36.0,99.248,46.488
14:00:37.0,99.248,46.488
14:00:38.0,99.25,46.486
14:00:39.0,99.5,46.489
14:00:40.0,99.5,46.485
14:00:41.0,99.246,46.488
14:00:42.0,99.253,46.487
14:00:43.0,76.395,46.497
14:00:44.0,88.25,46.49
14:00:45.0,84.09,46.494
14:00:46.0,85.459,46.497
14:00:47.0,99.251,46.5
14:00:48.0,98.997,46.5
14:00:49.0,99.501,46.497
14:00:50.0,99.749,46.496
14:00:51.0,99.502,46.494
14:00:52.0,99.0,46.493
14:00:53.0,99.5,46.49
14:00:54.0,99.501,46.49
14:00:55.0,99.498,46.489
14:00:56.0,99.25,46.49
14:00:57.0,99.5,46.489
14:00:58.0,99.25,46.49
14:00:59.0,99.251,46.495
14:01:00.0,99.498,46.495
14:01:01.0,99.5,46.494
14:01:02.0,99.248,46.494
14:01:03.0,98.25,46.492
14:01:04.0,99.0,46.492
14:01:05.0,98.75,46.491
14:01:06.0,98.997,46.49
14:01:07.0,99.0,46.488
