Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,发送 KB/sec
登录,46300,3616,3632,6219,6559,7106,234,9171,0.000%,12.84923,5.22,5.81
根据时间筛选获取任务列表,46235,261,250,444,495,592,23,4390,0.000%,12.85717,806.13,6.94
退出登录,46200,237,232,416,463,552,16,730,0.000%,12.87410,2.79,4.90
调试取样器,46200,0,0,0,0,1,0,10,0.000%,12.87419,12.93,0.00
总体,184935,1030,241,4286,5574,6644,0,9171,0.000%,51.32219,825.36,17.62
